AA19	心肺移植
RN19	恶性及增生性疾病的化学治疗和/或其他治疗
RN21	恶性及增生性疾病的靶向、免疫治疗，伴严重并发症或合并症
RN23	恶性及增生性疾病的靶向、免疫治疗，伴并发症或合并症
RN25	恶性及增生性疾病的靶向、免疫治疗，不伴并发症或合并症
RP19	恶性及增生性疾病的终末期治疗
RR17	急性白血病，死亡转归
RR11	急性白血病，伴严重并发症或合并症
RR11_a	急性白血病，伴严重并发症或合并症，65岁以上
RR13	急性白血病，伴并发症或合并症
RR13_a	急性白血病，伴并发症或合并症，65岁以上
RR15	急性白血病，不伴并发症或合并症
RR15_a	急性白血病，不伴并发症或合并症，65岁以上
RS17	淋巴瘤及其他类型白血病，死亡转归
RS17_a	淋巴瘤及其他类型白血病，死亡转归，淋巴瘤
RS11	淋巴瘤及其他类型白血病，伴严重并发症或合并症
RS11_a	淋巴瘤及其他类型白血病，伴严重并发症或合并症，淋巴瘤
RS13	淋巴瘤及其他类型白血病，伴并发症或合并症
RS13_a	淋巴瘤及其他类型白血病，伴并发症或合并症，淋巴瘤
RS15	淋巴瘤及其他类型白血病，不伴并发症或合并症
RS15_a	淋巴瘤及其他类型白血病，不伴并发症或合并症，淋巴瘤
RS21	浆细胞病，伴严重并发症或合并症
RS21_a	浆细胞病，伴严重并发症或合并症，65岁以上
RS23	浆细胞病，伴并发症或合并症
RS23_a	浆细胞病，伴并发症或合并症，65岁以上
RS25	浆细胞病，不伴并发症或合并症
RS25_a	浆细胞病，不伴并发症或合并症，65岁以上
RT17	非特指恶性肿瘤，死亡转归
RT11	非特指恶性肿瘤，伴严重并发症或合并症
RT13	非特指恶性肿瘤，伴并发症或合并症
RT15	非特指恶性肿瘤，不伴并发症或合并症
RT29	非特指良性肿瘤
RU1_Z51.0	恶性及增生性疾病的其他治疗，放射治疗疗程
RU1_Z51.1	恶性及增生性疾病的其他治疗，为肿瘤化学治疗疗程
RU1_Z51.2	恶性及增生性疾病的其他治疗，其他化学治疗
RU1_Z51	恶性及增生性疾病的其他治疗，其他医疗照顾
RW10	恶性及增生性疾病治疗后的随诊检查，年龄小于18岁
RW1_Z08.8	恶性及增生性疾病治疗后的随诊检查，恶性肿瘤其他治疗后的随诊检查
RW1_Z54.0	恶性及增生性疾病治疗后的随诊检查，手术后恢复期
RW1_Z08	恶性及增生性疾病治疗后的随诊检查，恶性肿瘤手术后的随诊检查
RW1_9	恶性及增生性疾病治疗后的随诊检查，其他
RW27	恶性及增生性疾病维持性治疗，死亡转归
RW2_Z51.8	恶性及增生性疾病维持性治疗，其他特指的医疗照顾
RW2_Z51	恶性及增生性疾病维持性治疗.其他医疗照顾
SB17	需手术的感染性疾病，死亡转归
SB11	需手术的感染性疾病，伴严重并发症或合并症
SB13	需手术的感染性疾病，伴并发症或合并症
SB15	需手术的感染性疾病，不伴并发症或合并症
SR10	败血症，年龄小于18岁
SR11	败血症，伴严重并发症或合并症
SR13	败血症，伴并发症或合并症
SR15	败血症，不伴并发症或合并症
SS11	手术后及创伤后感染，伴严重并发症或合并症
SS13	手术后及创伤后感染，伴并发症或合并症
SS15	手术后及创伤后感染，不伴并发症或合并症
ST11	原因不明的发热，伴严重并发症或合并症
ST13	原因不明的发热，伴并发症或合并症
ST15	原因不明的发热，不伴并发症或合并症
SU11	病毒性疾病，伴严重并发症或合并症
SU13	病毒性疾病，伴并发症或合并症
SU15	病毒性疾病，不伴并发症或合并症
SV11	细菌性疾病，伴严重并发症或合并症
SV13	细菌性疾病，伴并发症或合并症
SV15	细菌性疾病，不伴并发症或合并症
SZ10	其他感染性或寄生虫性疾病，年龄小于18岁
SZ11	其他感染性或寄生虫性疾病，伴严重并发症或合并症
SZ13	其他感染性或寄生虫性疾病，伴并发症或合并症
SZ15	其他感染性或寄生虫性疾病，不伴并发症或合并症
TB11	精神病患者的手术，伴严重并发症或合并症
TB13	精神病患者的手术，伴并发症或合并症
TB15	精神病患者的手术，不伴并发症或合并症
TR11	精神分裂症，伴严重并发症或合并症
TR13	精神分裂症，伴并发症或合并症
TR15	精神分裂症，不伴并发症或合并症
TR29	偏执及急性精神病
TS11	心境障碍，伴严重并发症或合并症
TS13	心境障碍，伴并发症或合并症
TS15	心境障碍，不伴并发症或合并症
TS21	神经症及相关障碍，伴严重并发症或合并症
TS23	神经症及相关障碍，伴并发症或合并症
TS25	神经症及相关障碍，不伴并发症或合并症
TT11	进食及睡眠障碍，伴严重并发症或合并症
TT13	进食及睡眠障碍，伴并发症或合并症
TT15	进食及睡眠障碍，不伴并发症或合并症
TT29	人格障碍
TU11	儿童期精神发育障碍，伴严重并发症或合并症
TU13	儿童期精神发育障碍，伴并发症或合并症
TU15	儿童期精神发育障碍，不伴并发症或合并症
TV11	焦虑障碍，伴严重并发症或合并症
TV13	焦虑障碍，伴并发症或合并症
TV15	焦虑障碍，不伴并发症或合并症
TW11	器质性及症状性精神障碍，伴严重并发症或合并症
TW13	器质性及症状性精神障碍，伴并发症或合并症
TW15	器质性及症状性精神障碍，不伴并发症或合并症
TX19	性心理及性功能障碍
TY19	强迫及相关障碍
UR19	酒精中毒及戒除
US19	兴奋剂滥用与依赖
VB19	损伤的皮肤移植
VC11	与损伤有关的清创术，伴严重并发症或合并症
VC13	与损伤有关的清创术，伴并发症或合并症
VC15	与损伤有关的清创术，不伴并发症或合并症
VJ11	其他损伤的手术，伴严重并发症或合并症
VJ13	其他损伤的手术，伴并发症或合并症
VJ15	其他损伤的手术，不伴并发症或合并症
VR11	损伤，伴严重并发症或合并症
VR13	损伤，伴并发症或合并症
VR15	损伤，不伴并发症或合并症
VS19	过敏反应
VS21	药物中毒或毒性反应，伴严重并发症或合并症
VS23	药物中毒或毒性反应，伴并发症或合并症
VS25	药物中毒或毒性反应，不伴并发症或合并症
VT11	医疗后遗症，伴严重并发症或合并症
VT13	医疗后遗症，伴并发症或合并症
VT15	医疗后遗症，不伴并发症或合并症
VZ19	其他损伤、中毒及毒性反应疾病
WB19	烧伤面积≥50%,或三度面积≥20%的烧伤，伴有手术操作
WB29	烧伤面积≥30%,<50%,或三度面积≥10%,<20%的烧伤，伴有手术操作
WB39	烧伤面积<30%或其他烧伤，伴有手术操作
WJ19	烧伤相关其他手术
WR19	烧伤面积≥30%的烧伤
WR29	烧伤面积<30%的烧伤或其他烧伤
XJ11	其他接触健康服务的诊断伴手术操作，伴严重并发症或合并症
XJ13	其他接触健康服务的诊断伴手术操作，伴并发症或合并症
XJ15	其他接触健康服务的诊断伴手术操作，不伴并发症或合并症
XR19	精神心理康复
XR21	神经、骨骼及肌肉康复，伴严重并发症或合并症
XR23	神经、骨骼及肌肉康复，伴并发症或合并症
XR25	神经、骨骼及肌肉康复，不伴并发症或合并症
XR31	功能障碍康复，伴严重并发症或合并症
XR33	功能障碍康复，伴并发症或合并症
XR35	功能障碍康复，不伴并发症或合并症
XS17	体征及症状，死亡转归
XS11	体征及症状，伴严重并发症或合并症
XS13	体征及症状，伴并发症或合并症
XS15	体征及症状，不伴并发症或合并症
XS21	随访(不含恶性肿瘤诊断),伴严重并发症或合并症
XS23	随访(不含恶性肿瘤诊断),伴并发症或合并症
XS25	随访(不含恶性肿瘤诊断),不伴并发症或合并症
XT11	其他后期照护，伴严重并发症或合并症
XT13	其他后期照护，伴并发症或合并症
XT15	其他后期照护，不伴并发症或合并症
XT29	非特指的先天畸形
XT31	其他影响健康状态的因素，伴严重并发症或合并症
XT33	其他影响健康状态的因素，伴并发症或合并症
XT35	其他影响健康状态的因素，不伴并发症或合并症
YC11	需手术的HIV相关疾病，伴严重并发症或合并症
YC13	需手术的HIV相关疾病，伴并发症或合并症
YC15	需手术的HIV相关疾病，不伴并发症或合并症
YR11	HIV相关疾病，伴严重并发症或合并症
YR13	HIV相关疾病，伴并发症或合并症
YR15	HIV相关疾病，不伴并发症或合并症
YR29	HIV其他相关情况
ZB19	多发性严重创伤开颅术
ZC11	多发性严重创伤的脊柱、髋、股或肢体手术，伴严重并发症或合并症
ZC13	多发性严重创伤的脊柱、髋、股或肢体手术，伴并发症或合并症
ZC15	多发性严重创伤的脊柱、髋、股或肢体手术，不伴并发症或合并症
ZD19	严重复合伤的腹部手术
ZJ11	与多发伤有关的其他手术操作，伴严重并发症或合并症
ZJ13	与多发伤有关的其他手术操作，伴并发症或合并症
ZJ15	与多发伤有关的其他手术操作，不伴并发症或合并症
ZZ11	多发性重要创伤无手术，伴严重并发症或合并症
ZZ13	多发性重要创伤无手术，伴并发症或合并症
ZZ15	多发性重要创伤无手术，不伴并发症或合并症
